광산명,광종,시도,시군구,읍면동,리
등룡,금속,전북,부안군,하서면,장신리
황해,금속,전북,순창군,동계면,관전리
동계석회석,비금속,전북,순창군,동계면,수정리
풍악,비금속,전북,순창군,동계면,수정리
태선,금속,전북,순창군,순창읍,신남리
삼영-적성,비금속,전북,순창군,적성면,괴정리
차계,금속,전북,순창군,적성면,괴정리
덕원,금속,전북,순창군,팔덕면,덕천리
제2순흥,비금속,전북,순창군,팔덕면,덕천리
순창,금속,전북,순창군,팔덕면,장안리
인덕,금속,전북,순창군,풍산면,용내리
구재,금속,전북,완주군,경천면,가천리
삼원,금속,전북,완주군,경천면,가천리
보고,비금속,전북,완주군,고산면,소향리
성지,비금속,전북,완주군,구이면,계곡리
전주도석,비금속,전북,완주군,구이면,계곡리
백산봉동,비금속,전북,완주군,봉동읍,구미리
영산-봉동고령토,비금속,전북,완주군,봉동읍,구암리
정광,비금속,전북,완주군,비봉면,백도리
대덕,석탄,전북,완주군,비봉면,봉산리
보성-수암,비금속,전북,완주군,비봉면,봉산리
원진,비금속,전북,완주군,비봉면,이전리
